timestamp,open,high,low,close,volume,symbol,fundingRate,timestamp,historical_volatility
2020-01-01 00:00:00,7189.43,7190.52,7170.15,7171.55,2449.049,BTCUSDT,-0.00012359,2020-01-01 00:00:00,
2020-01-01 01:00:00,7171.43,7225.0,7171.1,7210.24,3865.038,BTCUSDT,-0.00012359,2020-01-01 01:00:00,
2020-01-01 02:00:00,7210.38,7239.3,7206.46,7237.99,3228.365,BTCUSDT,-0.00012359,2020-01-01 02:00:00,
2020-01-01 03:00:00,7237.41,7239.74,7215.0,7221.65,2513.307,BTCUSDT,-0.00012359,2020-01-01 03:00:00,
2020-01-01 04:00:00,7221.8,7225.41,7211.22,7213.86,1176.666,BTCUSDT,-0.00012359,2020-01-01 04:00:00,
2020-01-01 05:00:00,7213.86,7224.09,7213.86,7220.31,928.221,BTCUSDT,-0.00012359,2020-01-01 05:00:00,
2020-01-01 06:00:00,7220.31,7230.0,7217.6,7221.0,1283.557,BTCUSDT,-0.00012359,2020-01-01 06:00:00,
2020-01-01 07:00:00,7220.99,7227.2,7193.52,7205.26,2349.907,BTCUSDT,-0.00012359,2020-01-01 07:00:00,
2020-01-01 08:00:00,7205.26,7206.29,7174.0,7195.24,3385.349,BTCUSDT,-0.00012383,2020-01-01 08:00:00,
2020-01-01 09:00:00,7195.23,7204.99,7182.76,7184.45,1687.285,BTCUSDT,-0.00012383,2020-01-01 09:00:00,
2020-01-01 10:00:00,7184.46,7205.0,7181.43,7197.25,1222.531,BTCUSDT,-0.00012383,2020-01-01 10:00:00,
2020-01-01 11:00:00,7197.27,7234.57,7185.01,7192.65,3741.128,BTCUSDT,-0.00012383,2020-01-01 11:00:00,
2020-01-01 12:00:00,7192.74,7224.26,7191.79,7220.72,2419.669,BTCUSDT,-0.00012383,2020-01-01 12:00:00,
2020-01-01 13:00:00,7220.72,7226.9,7210.0,7215.54,1826.277,BTCUSDT,-0.00012383,2020-01-01 13:00:00,
2020-01-01 14:00:00,7215.49,7228.47,7204.0,7216.8,2546.332,BTCUSDT,-0.00012383,2020-01-01 14:00:00,
2020-01-01 15:00:00,7216.8,7260.43,7215.0,7229.49,4218.25,BTCUSDT,-0.00012383,2020-01-01 15:00:00,
2020-01-01 16:00:00,7229.66,7247.0,7210.81,7241.91,2453.81,BTCUSDT,-9.664e-05,2020-01-01 16:00:00,
2020-01-01 17:00:00,7241.91,7248.0,7221.88,7233.8,2477.807,BTCUSDT,-9.664e-05,2020-01-01 17:00:00,
2020-01-01 18:00:00,7233.87,7241.95,7222.0,7237.47,1827.668,BTCUSDT,-9.664e-05,2020-01-01 18:00:00,
2020-01-01 19:00:00,7237.83,7237.83,7223.15,7226.35,1028.577,BTCUSDT,-9.664e-05,2020-01-01 19:00:00,
2020-01-01 20:00:00,7226.56,7242.0,7223.09,7233.3,1476.534,BTCUSDT,-9.664e-05,2020-01-01 20:00:00,
2020-01-01 21:00:00,7233.32,7238.79,7225.0,7229.71,1210.884,BTCUSDT,-9.664e-05,2020-01-01 21:00:00,
2020-01-01 22:00:00,7229.71,7229.71,7183.26,7195.01,4361.306,BTCUSDT,-9.664e-05,2020-01-01 22:00:00,
2020-01-01 23:00:00,7195.0,7199.5,7174.0,7197.57,3123.812,BTCUSDT,-9.664e-05,2020-01-01 23:00:00,
2020-01-02 00:00:00,7197.57,7209.59,7182.19,7208.29,1512.807,BTCUSDT,-9.664e-05,2020-01-02 00:00:00,
2020-01-02 01:00:00,7208.29,7208.3,7183.01,7188.73,1872.396,BTCUSDT,3.662e-05,2020-01-02 01:00:00,
2020-01-02 02:00:00,7188.64,7188.64,7155.0,7166.56,5106.854,BTCUSDT,3.662e-05,2020-01-02 02:00:00,
2020-01-02 03:00:00,7166.92,7166.92,7121.0,7127.29,4871.843,BTCUSDT,3.662e-05,2020-01-02 03:00:00,
2020-01-02 04:00:00,7126.94,7159.3,7112.06,7139.36,4720.779,BTCUSDT,3.662e-05,2020-01-02 04:00:00,
2020-01-02 05:00:00,7139.65,7149.37,7123.87,7135.44,2392.655,BTCUSDT,3.662e-05,2020-01-02 05:00:00,
2020-01-02 06:00:00,7135.44,7145.36,7119.1,7132.0,2327.214,BTCUSDT,3.662e-05,2020-01-02 06:00:00,0.0455793726100267
2020-01-02 07:00:00,7132.0,7137.91,7101.0,7107.56,6169.713,BTCUSDT,3.662e-05,2020-01-02 07:00:00,0.0422609114614279
2020-01-02 08:00:00,7107.53,7153.26,7106.75,7148.56,5149.4,BTCUSDT,0.0001,2020-01-02 08:00:00,0.0451642064022638
2020-01-02 09:00:00,7148.56,7163.99,7133.04,7159.41,3137.868,BTCUSDT,0.0001,2020-01-02 09:00:00,0.0451419371827055
2020-01-02 10:00:00,7159.41,7175.0,7150.58,7157.81,4615.755,BTCUSDT,0.0001,2020-01-02 10:00:00,0.0450513422367269
2020-01-02 11:00:00,7157.35,7164.95,7136.24,7136.24,2448.788,BTCUSDT,0.0001,2020-01-02 11:00:00,0.0458491574934474
2020-01-02 12:00:00,7136.36,7160.0,7136.33,7155.08,1989.615,BTCUSDT,0.0001,2020-01-02 12:00:00,0.0470304137352235
2020-01-02 13:00:00,7155.1,7159.0,7103.0,7127.24,7844.971,BTCUSDT,0.0001,2020-01-02 13:00:00,0.048252861073709
2020-01-02 14:00:00,7127.5,7154.06,7120.0,7131.0,4008.742,BTCUSDT,0.0001,2020-01-02 14:00:00,0.0482009176398151
2020-01-02 15:00:00,7131.0,7146.85,7115.03,7126.25,2793.228,BTCUSDT,0.0001,2020-01-02 15:00:00,0.0480262855772739
2020-01-02 16:00:00,7126.25,7143.29,7030.0,7049.61,14012.552,BTCUSDT,1.04e-06,2020-01-02 16:00:00,0.0597645047966392
2020-01-02 17:00:00,7049.62,7050.23,6922.0,6966.86,20436.85,BTCUSDT,1.04e-06,2020-01-02 17:00:00,0.0711163857760617
2020-01-02 18:00:00,6966.99,6985.0,6947.0,6969.85,5091.415,BTCUSDT,1.04e-06,2020-01-02 18:00:00,0.0690708748155644
2020-01-02 19:00:00,6970.66,6991.0,6958.0,6979.44,4260.499,BTCUSDT,1.04e-06,2020-01-02 19:00:00,0.069627845764549
2020-01-02 20:00:00,6979.45,6980.0,6938.36,6944.95,4156.265,BTCUSDT,1.04e-06,2020-01-02 20:00:00,0.0707256342334377
2020-01-02 21:00:00,6944.95,6982.83,6944.43,6973.5,2211.264,BTCUSDT,1.04e-06,2020-01-02 21:00:00,0.0724494919680687
2020-01-02 22:00:00,6973.85,6974.27,6960.0,6970.36,1455.04,BTCUSDT,1.04e-06,2020-01-02 22:00:00,0.0717439378116137
2020-01-02 23:00:00,6970.61,6970.61,6950.01,6962.04,2709.164,BTCUSDT,1.04e-06,2020-01-02 23:00:00,0.0717425045967312
2020-01-03 00:00:00,6962.34,6962.8,6906.24,6934.27,4841.639,BTCUSDT,-1.664e-05,2020-01-03 00:00:00,0.0720549999145491
2020-01-03 01:00:00,6934.27,6944.01,6872.78,6884.74,7655.442,BTCUSDT,-1.664e-05,2020-01-03 01:00:00,0.0747727433644075
2020-01-03 02:00:00,6884.72,6960.0,6863.44,6952.58,8368.489,BTCUSDT,-1.664e-05,2020-01-03 02:00:00,0.0844249100535486
2020-01-03 03:00:00,6952.59,6958.5,6935.74,6947.35,2555.491,BTCUSDT,-1.664e-05,2020-01-03 03:00:00,0.0843986151125015
2020-01-03 04:00:00,6947.44,7300.0,6945.84,7204.37,31534.103,BTCUSDT,-1.664e-05,2020-01-03 04:00:00,0.1572030640607874
2020-01-03 05:00:00,7204.86,7244.38,7163.16,7215.59,10344.656,BTCUSDT,-1.664e-05,2020-01-03 05:00:00,0.1572858754667788
2020-01-03 06:00:00,7214.42,7220.0,7185.0,7197.0,5048.502,BTCUSDT,-1.664e-05,2020-01-03 06:00:00,0.1574781423620992
2020-01-03 07:00:00,7197.1,7227.73,7182.42,7198.02,5623.634,BTCUSDT,-1.664e-05,2020-01-03 07:00:00,0.1571780964498305
2020-01-03 08:00:00,7198.02,7300.0,7198.0,7258.0,11949.146,BTCUSDT,-1.553e-05,2020-01-03 08:00:00,0.1593200449325508
2020-01-03 09:00:00,7257.99,7360.76,7254.74,7345.15,15213.265,BTCUSDT,-1.553e-05,2020-01-03 09:00:00,0.1627595947073098
2020-01-03 10:00:00,7345.15,7368.33,7280.44,7310.0,11265.916,BTCUSDT,-1.553e-05,2020-01-03 10:00:00,0.1639957810746168
2020-01-03 11:00:00,7310.0,7344.15,7305.0,7338.11,5591.666,BTCUSDT,-1.553e-05,2020-01-03 11:00:00,0.164249271318779
2020-01-03 12:00:00,7338.4,7348.52,7306.01,7321.57,5590.826,BTCUSDT,-1.553e-05,2020-01-03 12:00:00,0.1645623116319359
2020-01-03 13:00:00,7321.31,7379.0,7310.85,7346.07,5235.166,BTCUSDT,-1.553e-05,2020-01-03 13:00:00,0.1640105623137852
2020-01-03 14:00:00,7345.74,7359.95,7229.0,7252.7,13087.716,BTCUSDT,-1.553e-05,2020-01-03 14:00:00,0.1699972571731513
2020-01-03 15:00:00,7252.72,7321.56,7250.0,7316.01,5720.751,BTCUSDT,-1.553e-05,2020-01-03 15:00:00,0.172374337372667
2020-01-03 16:00:00,7315.36,7407.28,7289.06,7383.0,17233.809,BTCUSDT,-1.553e-05,2020-01-03 16:00:00,0.1747887601891412
2020-01-03 17:00:00,7383.0,7400.35,7333.24,7352.9,7599.389,BTCUSDT,0.0001,2020-01-03 17:00:00,0.1751406969535456
2020-01-03 18:00:00,7352.88,7368.22,7327.3,7340.42,4993.164,BTCUSDT,0.0001,2020-01-03 18:00:00,0.1752945795445742
2020-01-03 19:00:00,7340.33,7347.0,7276.35,7338.9,7234.022,BTCUSDT,0.0001,2020-01-03 19:00:00,0.1744983613802221
2020-01-03 20:00:00,7338.91,7359.0,7295.24,7315.05,5327.82,BTCUSDT,0.0001,2020-01-03 20:00:00,0.1751276741328384
2020-01-03 21:00:00,7315.05,7330.0,7257.67,7277.27,5531.272,BTCUSDT,0.0001,2020-01-03 21:00:00,0.1763295881481271
