,timestamp,open,high,low,close,volume
72,1578096000000,7341.6,7347.02,7283.21,7302.87,4169.558
73,1578099600000,7303.02,7308.63,7279.0,7305.22,2146.426
74,1578103200000,7304.97,7325.0,7292.89,7324.13,2018.056
75,1578106800000,7324.13,7336.5,7314.27,7329.29,2709.515
76,1578110400000,7329.4,7334.29,7310.0,7330.28,2216.484
77,1578114000000,7330.81,7368.47,7321.0,7341.0,3894.95
78,1578117600000,7341.0,7362.15,7335.22,7351.5,3585.856
79,1578121200000,7350.92,7358.02,7322.45,7344.13,3706.647
80,1578124800000,7344.11,7359.0,7328.27,7343.0,2428.225
81,1578128400000,7343.0,7366.0,7336.0,7360.73,2241.483
82,1578132000000,7360.24,7364.0,7306.0,7314.65,4152.602
83,1578135600000,7313.81,7336.09,7295.2,7333.07,5391.775
84,1578139200000,7333.07,7333.54,7300.62,7309.86,2657.678
85,1578142800000,7309.82,7322.76,7286.16,7299.98,4367.667
86,1578146400000,7299.98,7320.0,7294.0,7312.96,3081.921
87,1578150000000,7312.64,7327.51,7301.0,7315.45,2678.253
88,1578153600000,7315.94,7320.78,7294.14,7304.16,2769.106
89,1578157200000,7304.15,7349.25,7302.0,7349.04,3923.154
90,1578160800000,7349.04,7400.0,7269.21,7304.38,15578.14
91,1578164400000,7303.97,7350.0,7281.0,7331.35,8165.023
92,1578168000000,7331.87,7349.0,7307.0,7338.47,3861.92
93,1578171600000,7338.36,7362.87,7330.0,7347.26,3428.551
94,1578175200000,7347.33,7355.58,7340.0,7347.39,1406.315
95,1578178800000,7347.39,7358.45,7324.65,7350.71,2006.728
96,1578182400000,7350.54,7390.73,7350.54,7371.57,6223.858
97,1578186000000,7371.56,7488.0,7371.56,7458.32,18196.706
98,1578189600000,7458.38,7481.0,7431.11,7443.33,6222.825
99,1578193200000,7443.33,7476.98,7438.88,7475.15,3669.822
100,1578196800000,7475.19,7495.0,7443.46,7456.42,4960.121
101,1578200400000,7456.4,7465.05,7445.0,7457.48,2471.459
102,1578204000000,7458.51,7482.14,7440.0,7456.88,3792.257
103,1578207600000,7456.88,7470.0,7443.06,7462.98,2817.202
104,1578211200000,7463.42,7470.0,7417.0,7429.69,4476.586
105,1578214800000,7429.86,7437.4,7385.76,7428.0,7125.213
106,1578218400000,7427.72,7430.77,7401.38,7415.59,2855.664
107,1578222000000,7415.62,7438.5,7410.38,7422.48,2549.558
108,1578225600000,7422.48,7459.69,7421.65,7455.0,4378.745
109,1578229200000,7455.0,7455.0,7414.13,7428.48,4827.743
110,1578232800000,7428.78,7441.6,7424.0,7429.85,2011.618
111,1578236400000,7428.54,7474.21,7427.6,7463.59,4686.482
112,1578240000000,7463.76,7478.0,7446.5,7457.57,5365.093
113,1578243600000,7457.57,7467.0,7445.0,7460.41,2306.351
114,1578247200000,7460.4,7465.55,7420.0,7436.25,3974.287
115,1578250800000,7436.25,7446.86,7423.29,7441.83,2671.857
116,1578254400000,7441.9,7441.9,7422.86,7428.73,1708.365
117,1578258000000,7428.73,7428.76,7361.0,7366.12,7651.424
118,1578261600000,7366.05,7383.47,7312.0,7353.16,7070.029
119,1578265200000,7353.01,7360.71,7303.0,7354.36,5752.707
120,1578268800000,7354.36,7379.79,7345.0,7373.99,4586.732
121,1578272400000,7374.0,7422.76,7365.0,7420.0,5568.512
122,1578276000000,7419.95,7569.0,7417.26,7548.63,19309.469
123,1578279600000,7548.6,7580.08,7485.0,7538.65,12640.192
124,1578283200000,7538.66,7550.45,7513.3,7526.74,4827.362
125,1578286800000,7526.75,7539.0,7491.59,7529.72,5044.829
126,1578290400000,7530.0,7533.16,7509.31,7517.4,2962.553
127,1578294000000,7517.4,7524.08,7505.0,7505.35,2170.668
128,1578297600000,7505.36,7550.0,7505.35,7545.0,3999.526
129,1578301200000,7544.99,7549.0,7514.0,7546.92,4670.812
130,1578304800000,7546.91,7573.0,7534.06,7555.97,5305.191
131,1578308400000,7556.18,7576.0,7522.64,7540.0,6909.304
132,1578312000000,7539.99,7561.0,7533.15,7553.44,3112.548
133,1578315600000,7553.67,7611.81,7481.74,7524.5,12090.946
134,1578319200000,7524.83,7555.0,7505.0,7545.15,8067.175
135,1578322800000,7545.15,7549.36,7510.49,7515.92,4250.518
136,1578326400000,7516.03,7545.33,7507.0,7526.0,4555.788
137,1578330000000,7526.0,7558.75,7524.1,7555.41,3857.265
138,1578333600000,7555.56,7556.09,7523.01,7530.12,2622.301
139,1578337200000,7529.73,7548.77,7521.04,7537.89,2548.86
140,1578340800000,7536.72,7555.5,7533.0,7547.79,2404.108
141,1578344400000,7548.49,7608.0,7545.97,7575.15,7145.073
142,1578348000000,7574.27,7764.31,7572.24,7710.0,21685.455
143,1578351600000,7710.0,7808.65,7702.11,7757.39,17815.13
144,1578355200000,7757.74,8014.91,7757.0,7890.22,40329.984
145,1578358800000,7890.8,7925.3,7872.34,7908.06,9986.313
146,1578362400000,7908.06,7945.82,7894.95,7899.61,7521.971
147,1578366000000,7899.43,7919.79,7891.0,7898.59,3836.17
148,1578369600000,7899.0,7908.95,7826.18,7845.89,7928.154
149,1578373200000,7844.28,7882.59,7835.66,7873.0,5215.907
150,1578376800000,7872.95,7880.04,7855.75,7877.2,3441.377
151,1578380400000,7877.0,7898.0,7862.28,7886.66,4769.248
152,1578384000000,7886.95,7909.98,7872.1,7888.0,5300.292
153,1578387600000,7888.0,7888.05,7860.0,7860.0,2960.147
154,1578391200000,7860.0,7894.0,7860.0,7892.12,2493.94
155,1578394800000,7892.36,7969.0,7883.64,7899.86,12580.304
156,1578398400000,7898.9,7918.19,7850.0,7873.09,12034.93
157,1578402000000,7872.85,7881.98,7810.0,7853.22,8832.703
158,1578405600000,7853.95,7888.0,7841.0,7842.98,6156.651
159,1578409200000,7842.85,7853.12,7746.0,7769.11,13794.025
160,1578412800000,7769.73,7949.0,7733.0,7916.28,22142.845
161,1578416400000,7917.69,7957.8,7883.34,7941.6,12040.759
162,1578420000000,7941.6,8133.0,7923.36,8043.07,27119.226
163,1578423600000,8044.63,8119.55,8044.62,8077.71,11161.238
164,1578427200000,8077.71,8181.67,8055.0,8165.99,13468.278
165,1578430800000,8166.0,8193.0,8007.0,8021.77,19338.925
166,1578434400000,8023.29,8073.0,7952.0,8055.15,12611.368
167,1578438000000,8055.16,8215.33,8026.0,8152.49,15744.407
168,1578441600000,8150.9,8468.42,8144.02,8437.83,39579.939
169,1578445200000,8435.34,8456.18,8341.79,8376.67,20004.642
170,1578448800000,8376.3,8429.59,8260.0,8282.0,14793.888
171,1578452400000,8282.0,8343.0,8246.06,8302.62,14584.564
172,1578456000000,8302.97,8359.59,8289.13,8347.58,6217.554
173,1578459600000,8346.9,8381.87,8310.0,8339.26,7107.616
174,1578463200000,8337.94,8368.88,8320.0,8342.0,4659.483
175,1578466800000,8342.54,8350.0,8280.0,8301.47,6670.797
176,1578470400000,8301.5,8333.0,8267.0,8316.94,6050.018
177,1578474000000,8316.49,8323.4,8276.12,8299.8,5029.864
178,1578477600000,8299.8,8372.28,8287.67,8330.01,8172.11
179,1578481200000,8330.01,8379.51,8328.39,8335.28,4804.528
180,1578484800000,8335.28,8350.25,8278.03,8289.0,6741.599
181,1578488400000,8289.0,8427.97,8222.0,8389.33,22946.924
182,1578492000000,8389.34,8390.73,8201.1,8314.97,21617.354
183,1578495600000,8315.01,8366.02,8239.87,8306.39,12736.049
184,1578499200000,8308.23,8340.86,8052.96,8119.06,39180.495
185,1578502800000,8119.12,8129.47,8012.0,8081.71,18274.399
186,1578506400000,8081.02,8098.77,8040.05,8056.69,6937.503
187,1578510000000,8056.68,8074.5,7964.41,7965.05,10381.255
188,1578513600000,7966.97,8065.0,7870.11,8049.77,22512.834
189,1578517200000,8049.77,8049.77,7966.82,8018.88,8342.569
190,1578520800000,8019.97,8086.8,7991.16,8077.79,5220.986
191,1578524400000,8078.62,8129.0,8026.5,8059.84,8658.144
192,1578528000000,8059.77,8060.0,7932.0,7961.02,11739.684
193,1578531600000,7961.67,8039.63,7954.0,8008.84,5432.011
194,1578535200000,8008.84,8029.69,7984.98,7986.45,3855.612
195,1578538800000,7986.45,7996.7,7937.03,7957.38,5631.66
196,1578542400000,7958.0,7980.73,7930.0,7971.0,5242.745
197,1578546000000,7970.0,7970.0,7932.25,7944.07,3702.902
198,1578549600000,7944.2,7955.01,7898.0,7912.92,6805.239
199,1578553200000,7912.0,7979.0,7908.01,7953.76,6299.115
200,1578556800000,7953.99,7960.0,7915.53,7937.0,4307.116
201,1578560400000,7937.34,7937.34,7862.0,7876.21,10372.609
202,1578564000000,7875.26,7939.94,7853.63,7897.31,9254.474
203,1578567600000,7897.26,7903.81,7851.91,7881.53,6481.576
204,1578571200000,7881.52,7923.7,7874.23,7904.78,6697.912
205,1578574800000,7905.0,7948.11,7894.15,7900.57,8120.818
206,1578578400000,7900.51,7922.68,7876.63,7887.75,4352.536
207,1578582000000,7887.91,7935.98,7887.89,7909.39,4448.491
208,1578585600000,7909.81,7921.18,7810.0,7819.89,13354.947
209,1578589200000,7819.87,7847.0,7776.0,7801.73,11138.256
210,1578592800000,7801.93,7833.99,7791.41,7812.67,4118.609
211,1578596400000,7813.14,7963.0,7812.67,7921.34,10910.678
212,1578600000000,7921.6,8006.83,7808.0,7820.59,19020.652
213,1578603600000,7820.27,7850.0,7750.01,7792.41,14307.096
214,1578607200000,7792.03,7874.27,7792.03,7812.92,6278.572
215,1578610800000,7813.0,7835.0,7792.14,7818.59,5389.833
216,1578614400000,7817.91,7855.0,7814.79,7821.0,4205.993
217,1578618000000,7821.0,7842.1,7786.35,7805.8,4048.748
218,1578621600000,7804.98,7825.0,7794.0,7804.0,3371.935
219,1578625200000,7803.97,7824.0,7767.22,7818.53,4411.645
220,1578628800000,7818.3,7818.3,7768.0,7796.25,4058.537
221,1578632400000,7796.25,7796.25,7736.3,7748.25,4732.212
222,1578636000000,7748.24,7785.0,7718.05,7744.93,9093.149
223,1578639600000,7745.39,7755.8,7721.65,7752.37,4155.795
224,1578643200000,7752.31,7752.35,7680.54,7705.85,8298.613
225,1578646800000,7705.85,7752.58,7691.38,7713.94,7072.064
226,1578650400000,7713.95,7785.0,7670.0,7770.98,11996.575
227,1578654000000,7770.99,7854.32,7764.93,7841.02,17009.354
228,1578657600000,7841.0,7896.52,7808.32,7891.07,11211.415
229,1578661200000,7890.93,7942.9,7866.0,7868.57,13018.085
230,1578664800000,7868.0,7983.13,7851.0,7974.99,15042.514
231,1578668400000,7975.0,8088.0,7944.0,8066.68,19589.156
232,1578672000000,8068.26,8145.41,7930.06,7950.65,25994.476
233,1578675600000,7950.97,7980.95,7912.95,7965.57,12268.458
234,1578679200000,7965.46,8125.0,7965.14,8026.36,20542.031
235,1578682800000,8026.36,8130.0,7968.1,8064.34,16945.229
236,1578686400000,8062.68,8107.0,8050.0,8078.75,7770.841
237,1578690000000,8078.34,8140.0,8006.0,8055.28,12510.184
238,1578693600000,8055.74,8107.0,7985.38,8094.15,7469.093
239,1578697200000,8095.06,8210.62,8068.9,8207.09,8967.846
240,1578700800000,8207.2,8210.0,8131.93,8177.01,8671.101
241,1578704400000,8177.02,8261.33,8173.24,8213.73,9452.454
242,1578708000000,8212.59,8225.91,8163.13,8211.11,7536.311
243,1578711600000,8211.1,8213.78,8141.0,8165.85,5513.545
244,1578715200000,8165.29,8187.0,8107.0,8123.12,5082.763
245,1578718800000,8123.69,8123.7,8048.0,8087.64,7494.418
246,1578722400000,8087.64,8134.56,8060.0,8129.84,6057.497
247,1578726000000,8128.98,8156.0,8065.0,8079.53,7508.993
248,1578729600000,8079.17,8102.82,8040.6,8056.21,6763.012
249,1578733200000,8056.25,8135.26,8055.31,8121.0,5597.273
250,1578736800000,8121.0,8122.06,8047.0,8057.89,5794.987
251,1578740400000,8058.52,8080.0,8012.29,8049.81,7035.281
252,1578744000000,8049.26,8073.8,8020.0,8068.52,4414.204
253,1578747600000,8068.51,8109.0,8049.0,8094.34,6547.572
254,1578751200000,8094.3,8120.06,8056.83,8057.65,5283.075
255,1578754800000,8057.89,8108.55,8055.0,8101.69,4048.645
256,1578758400000,8101.69,8186.23,8070.56,8172.75,10841.977
257,1578762000000,8174.12,8219.38,8154.0,8160.0,7526.16
258,1578765600000,8159.99,8192.23,8140.44,8171.84,4441.939
259,1578769200000,8171.92,8180.13,8140.88,8153.9,3112.589
260,1578772800000,8153.37,8188.68,8144.0,8163.45,3592.719
261,1578776400000,8163.09,8292.19,8065.42,8107.43,15630.199
262,1578780000000,8108.24,8108.52,8030.0,8082.81,11127.536
263,1578783600000,8083.12,8084.38,8003.87,8020.56,5667.465
264,1578787200000,8020.58,8078.59,7956.28,8062.17,11033.208
265,1578790800000,8061.62,8093.03,8038.0,8065.17,3986.708
266,1578794400000,8066.35,8119.24,8055.01,8096.51,3787.47
267,1578798000000,8097.8,8113.91,8066.09,8092.1,2926.727
268,1578801600000,8092.09,8108.53,8072.0,8073.55,1868.194
269,1578805200000,8074.4,8112.27,8072.01,8108.23,2420.724
270,1578808800000,8108.06,8155.0,8084.0,8088.39,5951.06
271,1578812400000,8088.39,8113.0,8083.13,8097.55,2126.894
272,1578816000000,8099.33,8148.06,8088.3,8141.01,4540.317
273,1578819600000,8141.22,8166.72,8123.3,8140.08,4608.443
274,1578823200000,8140.06,8143.97,8101.4,8124.98,3516.916
275,1578826800000,8124.93,8134.0,8108.0,8117.73,2017.544
276,1578830400000,8117.7,8158.0,8117.2,8134.59,4492.92
277,1578834000000,8135.38,8174.58,8126.0,8164.63,3721.265
278,1578837600000,8166.3,8186.0,8130.0,8140.2,5380.913
279,1578841200000,8140.11,8172.0,8140.04,8154.42,2847.291
280,1578844800000,8154.35,8177.52,8100.0,8107.03,5459.538
281,1578848400000,8107.02,8195.0,8070.13,8101.86,16066.266
282,1578852000000,8101.86,8130.0,8083.22,8121.09,3944.591
283,1578855600000,8121.0,8163.46,8120.65,8132.0,4406.132
284,1578859200000,8131.99,8151.63,8129.96,8138.9,2077.229
285,1578862800000,8138.9,8146.0,8088.82,8103.58,2450.326
286,1578866400000,8103.64,8168.06,8099.36,8159.8,3745.939
287,1578870000000,8159.91,8189.0,8131.85,8186.7,5253.349
288,1578873600000,8186.22,8200.0,8146.99,8154.95,4971.077
289,1578877200000,8155.16,8165.08,8140.0,8157.12,1640.788
290,1578880800000,8157.52,8162.39,8116.0,8118.16,2420.125
291,1578884400000,8118.16,8129.63,8090.0,8108.23,4528.785
292,1578888000000,8107.88,8125.91,8092.11,8120.68,2267.657
293,1578891600000,8120.24,8120.46,8080.0,8098.16,3051.316
294,1578895200000,8098.32,8118.0,8053.78,8061.3,4163.994
295,1578898800000,8063.34,8093.6,8057.81,8074.33,2291.96
296,1578902400000,8075.0,8135.93,8063.92,8130.99,4145.03
297,1578906000000,8130.04,8135.54,8087.41,8113.37,3164.544
298,1578909600000,8113.37,8129.85,8093.1,8125.37,1970.063
299,1578913200000,8125.19,8135.03,8080.0,8080.0,3016.643
300,1578916800000,8080.0,8095.0,8055.0,8091.91,5217.766
301,1578920400000,8092.06,8115.05,8076.39,8087.46,3149.256
302,1578924000000,8087.24,8098.0,8072.0,8089.02,2213.19
303,1578927600000,8089.02,8104.0,8070.56,8085.86,1908.429
304,1578931200000,8085.86,8109.85,8072.0,8107.59,3032.162
305,1578934800000,8109.15,8132.0,8090.0,8098.35,4006.377
306,1578938400000,8098.35,8109.1,8089.0,8106.99,1531.294
307,1578942000000,8107.0,8122.0,8102.94,8111.81,1951.397
308,1578945600000,8111.82,8165.0,8105.67,8157.8,4992.712
309,1578949200000,8157.79,8160.0,8121.0,8135.48,2969.535
310,1578952800000,8135.57,8140.47,8096.98,8116.89,3864.106
311,1578956400000,8116.89,8138.99,8102.0,8113.0,2113.158
312,1578960000000,8112.99,8322.94,8109.02,8277.35,16749.756
313,1578963600000,8277.33,8485.0,8275.11,8440.43,25995.768
314,1578967200000,8440.42,8440.42,8375.0,8438.64,9534.82
315,1578970800000,8437.51,8482.44,8383.37,8469.84,9016.829
316,1578974400000,8469.54,8598.27,8469.4,8530.02,16655.604
317,1578978000000,8530.02,8550.0,8467.74,8487.42,7642.549
318,1578981600000,8487.41,8522.55,8474.62,8517.67,4909.531
319,1578985200000,8517.4,8545.0,8500.8,8515.53,4435.898
320,1578988800000,8514.95,8542.01,8508.0,8518.0,3565.781
321,1578992400000,8518.0,8567.9,8484.99,8507.88,8212.83
322,1578996000000,8507.88,8533.0,8476.0,8524.68,6065.125
323,1578999600000,8524.1,8537.77,8510.0,8530.24,3427.273
324,1579003200000,8530.24,8629.9,8479.54,8502.74,20155.197
325,1579006800000,8504.05,8593.64,8502.64,8592.33,9369.633
326,1579010400000,8592.31,8749.0,8562.02,8698.64,26904.246
327,1579014000000,8697.33,8770.0,8637.0,8686.0,14997.034
328,1579017600000,8686.0,8708.0,8520.0,8684.83,24556.857
329,1579021200000,8684.81,8833.55,8680.0,8791.09,25628.269
330,1579024800000,8790.85,8864.99,8680.0,8780.0,18925.539
331,1579028400000,8779.9,8782.62,8700.0,8776.62,7347.103
332,1579032000000,8776.61,8776.61,8685.0,8700.0,4969.158
333,1579035600000,8700.25,8775.0,8678.01,8746.52,5231.191
334,1579039200000,8744.84,8799.0,8730.0,8747.09,4359.367
335,1579042800000,8746.37,8893.0,8732.0,8825.0,12122.623
336,1579046400000,8825.0,8918.5,8710.0,8781.05,21244.984
337,1579050000000,8783.7,8811.7,8725.0,8787.66,9582.429
338,1579053600000,8787.65,8841.0,8775.0,8822.18,6526.397
339,1579057200000,8821.99,8825.0,8730.41,8730.41,7043.57
340,1579060800000,8730.08,8745.0,8576.46,8605.95,17965.48
341,1579064400000,8605.61,8671.89,8570.52,8618.36,8658.678
342,1579068000000,8618.02,8696.88,8612.59,8685.54,6166.101
343,1579071600000,8685.56,8691.97,8622.84,8631.59,5554.995
344,1579075200000,8631.38,8678.0,8610.68,8642.31,5855.355
345,1579078800000,8642.31,8788.0,8640.0,8759.99,7598.086
346,1579082400000,8759.99,8811.0,8724.84,8801.66,11415.259
347,1579086000000,8801.67,8805.66,8731.0,8738.06,7181.974
348,1579089600000,8738.06,8800.0,8727.0,8771.69,8946.68
349,1579093200000,8771.69,8921.2,8771.69,8893.74,13950.037
350,1579096800000,8893.74,8904.56,8756.02,8860.0,21001.603
351,1579100400000,8859.88,8871.51,8744.39,8768.17,15742.605
352,1579104000000,8768.17,8824.93,8680.42,8783.71,15217.194
353,1579107600000,8783.72,8808.0,8732.73,8801.77,7863.143
354,1579111200000,8801.16,8802.42,8720.04,8753.0,7870.598
355,1579114800000,8753.0,8789.0,8750.0,8766.5,4613.866
356,1579118400000,8766.5,8848.0,8742.78,8820.14,7844.485
357,1579122000000,8819.89,8866.3,8796.74,8833.85,7103.705
358,1579125600000,8836.1,8869.6,8810.0,8864.81,3920.508
359,1579129200000,8866.12,8884.98,8800.0,8825.3,8766.105
360,1579132800000,8825.35,8868.21,8716.34,8766.48,12573.928
361,1579136400000,8766.8,8777.14,8622.0,8672.6,12857.502
362,1579140000000,8672.6,8709.54,8620.0,8657.0,7775.293
363,1579143600000,8657.01,8667.77,8596.25,8646.44,8507.559
364,1579147200000,8647.08,8689.84,8625.0,8659.28,5418.008
365,1579150800000,8659.89,8733.0,8657.52,8709.66,5227.596
366,1579154400000,8709.24,8734.88,8682.82,8728.62,4230.375
367,1579158000000,8729.11,8729.11,8661.46,8688.64,6316.121
368,1579161600000,8688.65,8728.61,8671.54,8685.37,5223.79
369,1579165200000,8685.37,8694.0,8610.94,8654.93,8564.749
370,1579168800000,8654.92,8667.98,8607.05,8665.53,6039.029
371,1579172400000,8665.49,8731.0,8637.0,8730.35,8798.553
372,1579176000000,8730.74,8793.77,8699.28,8726.48,11867.153
373,1579179600000,8726.48,8735.12,8672.0,8702.0,9907.395
374,1579183200000,8701.2,8707.0,8650.01,8691.92,7641.204
375,1579186800000,8691.92,8732.86,8676.0,8715.83,5385.044
376,1579190400000,8715.84,8724.44,8634.0,8666.95,9688.242
377,1579194000000,8667.0,8728.75,8658.44,8684.05,6866.087
378,1579197600000,8684.57,8710.0,8664.0,8688.13,4426.513
379,1579201200000,8685.97,8719.0,8677.0,8709.6,3238.327
380,1579204800000,8709.61,8757.32,8694.27,8748.42,5009.849
381,1579208400000,8747.54,8764.95,8675.24,8696.24,6533.667
382,1579212000000,8696.62,8750.0,8696.38,8727.28,2736.766
383,1579215600000,8727.28,8754.0,8717.82,8725.08,3126.213
384,1579219200000,8724.99,8749.0,8680.0,8695.0,5848.213
385,1579222800000,8695.01,8745.9,8682.0,8745.35,4162.791
386,1579226400000,8745.35,8784.2,8721.08,8761.13,7370.344
387,1579230000000,8760.11,8843.49,8756.41,8788.71,10357.816
388,1579233600000,8789.0,8819.24,8765.0,8817.64,4878.674
389,1579237200000,8817.9,8905.0,8793.92,8897.56,10803.62
390,1579240800000,8897.98,9020.0,8860.0,8880.0,22454.919
391,1579244400000,8879.45,8961.0,8856.34,8944.5,9765.845
392,1579248000000,8943.99,9009.95,8914.0,8937.07,12332.893
393,1579251600000,8937.63,8993.35,8930.95,8975.0,6743.234
394,1579255200000,8975.0,9039.0,8900.0,8945.99,16579.99
395,1579258800000,8945.99,8972.82,8905.0,8914.51,6106.143
396,1579262400000,8914.51,8929.7,8800.0,8821.0,15343.609
397,1579266000000,8821.0,8874.0,8812.87,8860.99,5843.227
398,1579269600000,8860.53,8860.82,8785.0,8790.9,8505.124
399,1579273200000,8790.9,8870.0,8785.0,8857.11,5950.625
400,1579276800000,8857.65,8934.47,8844.54,8882.5,10570.715
401,1579280400000,8883.56,8923.99,8861.37,8896.98,6634.275
402,1579284000000,8896.98,8958.47,8889.36,8926.43,7639.027
403,1579287600000,8926.75,8959.22,8816.14,8883.8,9460.733
404,1579291200000,8885.08,8937.95,8869.68,8883.91,6961.94
405,1579294800000,8883.94,8941.89,8881.2,8927.93,3076.631
406,1579298400000,8928.0,8968.0,8905.71,8944.0,3526.436
407,1579302000000,8944.1,8967.37,8911.0,8918.72,4800.862
408,1579305600000,8918.73,8993.91,8858.38,8982.86,8131.197
409,1579309200000,8982.81,8995.0,8907.04,8948.41,5391.678
410,1579312800000,8948.41,8955.33,8905.0,8925.96,3614.071
411,1579316400000,8926.07,8954.0,8905.97,8931.1,2870.03
412,1579320000000,8931.1,8931.11,8835.0,8852.42,7228.824
413,1579323600000,8852.42,8880.25,8825.44,8855.3,5252.134
414,1579327200000,8855.3,8886.0,8816.0,8872.0,4979.064
415,1579330800000,8872.0,8890.0,8847.15,8852.8,3984.177
416,1579334400000,8854.79,8875.96,8832.0,8867.08,4562.753
417,1579338000000,8866.06,8910.0,8860.12,8886.0,4978.638
418,1579341600000,8886.0,8922.12,8880.84,8894.11,3536.67
419,1579345200000,8894.12,8896.0,8868.0,8885.99,3603.93
420,1579348800000,8885.99,8929.9,8885.0,8917.29,4924.623
421,1579352400000,8917.45,8955.0,8904.0,8925.2,5182.995
422,1579356000000,8925.92,8968.0,8915.0,8927.43,5779.505
